Sample;Frequency (GHz);HG (mV) mean;HG (mV) std;LG (mV) mean;LG (mV) std;Thickness (mm);HG (mV) mean Transmittance;LG (mV) mean Transmittance
J1;480.0;70.60464371714858;8.999426703859832;0.0768581056398511;0.8640156709197226;0.07;2.2690533754428848;2.235772101540778
J1;490.0;76.0550680401502;9.631045746500288;0.1114000990756788;0.8841530790922275;0.07;0.9822934848973933;1.000681636938965
J1;500.0;86.59857750277048;7.490198198689054;0.0949551659375911;0.878937202066765;0.07;2.1232018397251124;2.84915704908004
J1;510.0;65.6352561112069;6.902485963251144;0.0582360479885057;0.8871271684385548;0.07;3.215749661435035;1.307334153690856
J1;520.0;53.22268878733813;6.820353938180352;0.0450397850359712;0.8730455777325787;0.07;1.5183486446543006;0.986298578974272
J1;530.0;33.948427317907445;7.015178543440702;0.0402154805978729;0.8770245319254161;0.07;1.2369700730952817;1.8194484485381688
J1;540.0;47.79407950230017;6.965963251701024;0.0700638458884416;0.8712664532211873;0.07;4.367637447872728;2.5759296229605977
J1;550.0;52.60536843270919;7.247932552110645;0.0388258168519602;0.8743016250752277;0.07;3.803511333402433;1.765483434644511
J1;560.0;46.13393640041129;7.254367243403548;0.0655257544065805;0.8758509631871235;0.07;3.1440811092976677;3.149633568795194
J1;570.0;33.335034502188506;6.819800240932431;0.049197460752845;0.8877909346474541;0.07;3.2549424263713984;-8.732863395085541
J1;580.0;44.054761245839416;6.747925906998573;0.0522916779562043;0.8646147001768696;0.07;2.3059117423442808;1.113056709036275
J1;590.0;43.42081923500146;7.168700606317508;0.0382655206321334;0.850977387844022;0.07;3.3827892604888374;0.896039998022026
J1;600.0;26.88679973435568;7.679786159271785;0.0416714259213455;0.8562064664694227;0.07;1.9852012133670618;12.080566429147513
K1;100.0;0.0157461183959937;0.6786133099232947;63.539155020249225;22.67941900251258;2.25;-1.8913896422645398;1.6124194371519038
K1;110.0;-0.0109318974873253;0.7047896456013186;37.43528392865532;12.626152218031914;2.25;0.6758351526175148;0.9921372317760337
K1;120.0;0.0072204663741818;0.6824669748194312;68.76020479193643;26.208538606503023;2.25;3.1901083479191508;0.7772927784608096
K1;130.0;0.0008245748998209;0.724964554983713;38.01293522512474;8.980867625472959;2.25;-0.024183370045489472;1.1897897482829316
K1;140.0;0.0085889298201034;0.7211140590089344;76.01293175642921;14.01333976620604;2.25;0.6152968978672251;0.9903469055031557
K1;150.0;-0.0116080163226155;0.6961784335238675;45.877144437975424;8.52966810095652;2.25;0.606894701531542;0.6461460776195121
K1;160.0;-0.016828312230913;0.7186857303802769;17.161851105355577;1.981037484218774;2.25;0.4215531605614215;0.573291476241704
