Sample;Frequency (GHz);LG (mV);HG (mV);Thickness (mm)
E1;100;48.223659;-0.610447;0.1
E1;100;56.40337;0.12207;0.1
E1;100;35.038456;0.12207;0.1
E1;100;31.986326;0.488329;0.1
E1;100;65.926017;0.976658;0.1
E1;100;42.119399;-0.366235;0.1
E1;100;39.311439;-1.220846;0.1
E1;100;50.909536;0.244164;0.1
E1;100;37.968501;-0.610399;0.1
E1;100;61.408864;1.709175;0.1
E1;100;56.891711;1.220775;0.1
E1;100;17.214015;1.587033;0.1
E1;100;48.834085;0.488329;0.1
E1;100;25.027469;-0.732493;0.1
E1;100;58.478819;-1.098704;0.1
E1;100;54.572091;0.366259;0.1
E1;100;62.385546;-4.77E-05;0.1
E1;100;18.801123;0.122023;0.1
E1;100;37.724331;-0.732541;0.1
E1;100;53.717496;0.854564;0.1
E1;100;38.212672;0.732517;0.1
E1;100;48.46783;-0.366259;0.1
E1;100;36.381394;-1.342916;0.1
E1;100;53.35124;0.121999;0.1
E1;100;28.079599;0.610447;0.1
E1;100;53.717494;-0.488329;0.1
E1;100;30.032963;-0.244164;0.1
E1;100;10.255158;0.244141;0.1
E1;100;30.399218;1.220846;0.1
E1;100;26.614577;0.73247;0.1
E1;100;46.148211;0.122046;0.1
E1;100;47.857404;0.854588;0.1
E1;100;23.806617;-0.244117;0.1
E1;100;31.009644;-0.610399;0.1
E1;100;39.311439;-0.976682;0.1
E1;100;46.880722;-0.976658;0.1
E1;100;34.18386;-0.732493;0.1
E1;100;90.34306;0.366235;0.1
E1;100;47.613233;0.854564;0.1
E1;100;30.277133;0.244188;0.1
E1;100;34.550115;-0.976682;0.1
E1;100;39.067268;0.122046;0.1
E1;100;32.963008;0.732517;0.1
E1;100;43.340251;-0.488305;0.1
E1;100;28.201684;0.244188;0.1
E1;100;33.573434;0.244188;0.1
E1;100;17.702356;-0.488329;0.1
E1;100;10.255158;-0.366259;0.1
E1;100;33.451349;-0.244093;0.1
E1;100;32.596752;1.464987;0.1
E1;100;19.167379;0.732493;0.1
E1;100;37.724331;0;0.1
E1;100;31.62007;0.366259;0.1
E1;100;34.550115;-0.366282;0.1
E1;100;36.259308;-0.366259;0.1
E1;100;29.544622;-0.732541;0.1
E1;100;41.386887;-0.244164;0.1
E1;100;72.152361;-1.220822;0.1
E1;100;62.141375;0.488329;0.1
E1;100;71.908192;0.244141;0.1
E1;100;38.090587;-1.098752;0.1
E1;100;63.240142;0.122094;0.1
E1;100;35.526797;-0.12207;0.1
E1;100;43.340251;0.610375;0.1
E1;100;44.561103;0.366259;0.1
E1;100;57.135881;-0.732493;0.1
E1;100;41.020632;0.976634;0.1
E1;100;56.525454;0.854611;0.1
E1;100;41.875228;-1.953363;0.1
E1;100;39.067268;-2.38E-05;0.1
E1;100;59.455501;-1.0988;0.1
E1;100;47.491148;-0.610423;0.1
E1;100;32.474667;0.244141;0.1
E1;100;22.097424;0.97661;0.1
E1;100;38.578928;-2.38E-05;0.1
E1;100;69.344403;-0.610423;0.1
E1;100;46.636553;-0.366282;0.1
E1;100;48.712;0.97661;0.1
E1;100;41.264804;-0.122094;0.1
E1;100;13.795629;0.244164;0.1
E1;100;58.845074;-0.366282;0.1
E1;100;60.432182;-0.12207;0.1
E1;100;34.061775;2.38E-05;0.1
E1;100;8.912221;0.122094;0.1
E1;100;45.65987;0.610399;0.1
E1;100;36.015138;-0.976634;0.1
E1;100;54.450005;0.366282;0.1
E1;100;39.067268;-0.976658;0.1
E1;100;45.537785;0.366259;0.1
E1;100;22.95202;-0.854588;0.1
E1;100;51.27579;0.122094;0.1
E1;100;42.485654;0.122142;0.1
E1;100;56.037113;-0.244188;0.1
E1;100;40.898547;-0.12207;0.1
E1;100;39.555609;0.976682;0.1
E1;100;26.736662;1.95334;0.1
E1;100;37.968501;-0.366235;0.1
E1;100;42.485654;-1.95334;0.1
E1;100;43.09608;-0.12207;0.1
E1;100;43.218166;-0.610447;0.1
E1;100;-1.587108;0.488305;0.1
E1;100;39.555609;0.610399;0.1
E1;100;43.950677;0.976658;0.1
E1;100;41.264802;-0.366259;0.1
E1;100;28.690025;0.122094;0.1
E1;100;31.253815;-0.610423;0.1
E1;100;44.439018;0.976682;0.1
E1;100;46.148211;0.122046;0.1
E1;100;46.026126;2.38E-05;0.1
